Raw,Processed,Label
"I recently stayed in a room at the trendy Talbott Hotel. It looked nice on the outside so I decided to them a whirl. As soon as I walked in I noticed that there weren't alot of hotel employees. Usually, the large hotel are swarming with service people ready to lend a hand. I was tired and I needed a nice room so as I approached the front desk I noticed something odd. Food was sitting out right in front of the front desk. People were talking different items such as bagels and muffins from the left over breakfast rush. Crumbs everywhere especially where I was suppose to exchange cash and room keys. Let's just say it wasn't professional. The room was average and the bathroom didn't carry the kinds of brands I would have liked to see. No Wi-Fi connection and I had to walk down the hall for ice. Talk about lack of customer service. All in all, the stay was sub-par and nothing special.
",i recently stayed in a room at the trendy talbott hotel it looked nice on the outside so i decided to them a whirl as soon as i walked in i noticed that there werent alot of hotel employees usually the large hotel are swarming with service people ready to lend a hand i was tired and i needed a nice room so as i approached the front desk i noticed something odd food was sitting out right in front of the front desk people were talking different items such as bagels and muffins from the left over breakfast rush crumbs everywhere especially where i was suppose to exchange cash and room keys lets just say it wasnt professional the room was average and the bathroom didnt carry the kinds of brands i would have liked to see no wifi connection and i had to walk down the hall for ice talk about lack of customer service all in all the stay was subpar and nothing special,0
"While the Hard Rock Hotel in Chicago promises upscale accommodations and a unique experience, they fail to deliver. Unless of course, a unique experience includes being kept awake all night by a party in the room next door. If you plan on staying there for a chance to meet your favorite celebrity or musician you will be sorely disappointed. The ""A"" list celebrities will not be there. In fact, it would be rare to find anyone on the ""B"" list either. The party that keeps you awake will not be your favorite band practicing for their next concert. The party is being held by the musicians that were not even able to gain work at a local coffee bar. The walls of the rooms are so thin you can hear every wrong note played. As for the promise of Art Deco, it must have changed in definition. Your room will truly look like a concert has just been held. The carpet smelled like it had been shampooed in beer. The bathroom lets just say that clean was not the correct description. Quality service and amenities were severely lacking. Guests are not greeted with warmth but with disdain. Do not bother complaining about the noise next door either. It is part of you unique experience. The only part of the Hard Rock Hotel description that appeared to be accurate was that it is in a great location in Chicago. It was easy to find a real hotel to stay in for the rest your trip.
",while the hard rock hotel in chicago promises upscale accommodations and a unique experience they fail to deliver unless of course a unique experience includes being kept awake all night by a party in the room next door if you plan on staying there for a chance to meet your favorite celebrity or musician you will be sorely disappointed the a list celebrities will not be there in fact it would be rare to find anyone on the b list either the party that keeps you awake will not be your favorite band practicing for their next concert the party is being held by the musicians that were not even able to gain work at a local coffee bar the walls of the rooms are so thin you can hear every wrong note played as for the promise of art deco it must have changed in definition your room will truly look like a concert has just been held the carpet smelled like it had been shampooed in beer the bathroom lets just say that clean was not the correct description quality service and amenities were severely lacking guests are not greeted with warmth but with disdain do not bother complaining about the noise next door either it is part of you unique experience the only part of the hard rock hotel description that appeared to be accurate was that it is in a great location in chicago it was easy to find a real hotel to stay in for the rest your trip,0
"My daughter's broken heart My daughter loves American Girl and for her birthday wanted to go to American Girl Doll in Chicago. For six months my eight year old counted day the day until we left for Chicago when she could have the experience of a lifetime. We arrived at the Talbot Hotel where we had reserved the American Doll Girl package only to find out that they had given our room away and that they were going to move us across town. If that wasn't bad enough we had to spend an hour to find out if the American Girl carriage ride had been canceled or if we should book another one. My daughter sulked for most of the trip as we spent more time going from thing to thing instead of being able to walk. My daughter cried herself to sleep the first night and I could tell that her heart was broken.
",my daughters broken heart my daughter loves american girl and for her birthday wanted to go to american girl doll in chicago for six months my eight year old counted day the day until we left for chicago when she could have the experience of a lifetime we arrived at the talbot hotel where we had reserved the american doll girl package only to find out that they had given our room away and that they were going to move us across town if that wasnt bad enough we had to spend an hour to find out if the american girl carriage ride had been canceled or if we should book another one my daughter sulked for most of the trip as we spent more time going from thing to thing instead of being able to walk my daughter cried herself to sleep the first night and i could tell that her heart was broken,0
"Affinia hotel in Chicago was one of the most interesting hotels I have ever stayed in. Everything looks very nice and fancy, though the people that work there must be from the projects of Chicago. The customer service was the worst I have ever experienced in my life! When we went to check in, first we had to wait about 15 minutes for the 3 workers that were at the desk to stop their personal conversation and check us in. When the women at the counter finally acknowledged us, she was smacking her gum, and was upset and treating us like we were inconveniencing her! The room service brought us cold eggs for breakfast, and the attitude of the staff overall was extremely rude. I would NEVER go back, and I hope this place gets a staff makeover if they want to stay in business.
",affinia hotel in chicago was one of the most interesting hotels i have ever stayed in everything looks very nice and fancy though the people that work there must be from the projects of chicago the customer service was the worst i have ever experienced in my life when we went to check in first we had to wait about  minutes for the  workers that were at the desk to stop their personal conversation and check us in when the women at the counter finally acknowledged us she was smacking her gum and was upset and treating us like we were inconveniencing her the room service brought us cold eggs for breakfast and the attitude of the staff overall was extremely rude i would never go back and i hope this place gets a staff makeover if they want to stay in business,0
"My wife and I stayed at the Ambassador East Hotel last month for my son's wedding. When we got there nobody helped us with our bags and they took forever to Valet our car. After waiting 15 minutes to get my car parked he expected a tip, which I found rude. After finally getting to our room I noticed crumbs on the floor and a dirty bathroom. I was extremely disappointed with the room and the service. I will not recommend this place to anyone.
",my wife and i stayed at the ambassador east hotel last month for my sons wedding when we got there nobody helped us with our bags and they took forever to valet our car after waiting  minutes to get my car parked he expected a tip which i found rude after finally getting to our room i noticed crumbs on the floor and a dirty bathroom i was extremely disappointed with the room and the service i will not recommend this place to anyone,0
"There are many high-quality hotels in Chicago. There are many high-quality hotels on the magnificent mile and then there is the Affinia Chicago. With its neo-classical stylings and its non-classical service, it is just a combination for trouble, We had established our reservations for Friday the 15th amd arrived at 4pm to check-in. No Room. One hour after their posted check in time and nothing. No apology, no offer for upgrade, no discount. Nothing. As a seasoned traveler I have had my share of disappointments but this tops the list.
",there are many highquality hotels in chicago there are many highquality hotels on the magnificent mile and then there is the affinia chicago with its neoclassical stylings and its nonclassical service it is just a combination for trouble we had established our reservations for friday the th amd arrived at pm to checkin no room one hour after their posted check in time and nothing no apology no offer for upgrade no discount nothing as a seasoned traveler i have had my share of disappointments but this tops the list,0
"This hotel seems to take everything about luxury and force it down your throat. The first place it attacks you is directly inside of your pocket. This place looks alright in the lobby, but when needing a place to stay during the midweek for a convention or to just sightseer in Chicago, this is far too much to spend on a place to sleep for a night. Clearly the Ambassador East Hotel has not taken into account that we are in a recession. Not to mention that it is at least 30-40 minutes from the airport in traffic. Chicago traffic is stressful enough without having to worry about how quickly the airport can be reached, particularly if the front desk forgets to give you a wakeup call.
",this hotel seems to take everything about luxury and force it down your throat the first place it attacks you is directly inside of your pocket this place looks alright in the lobby but when needing a place to stay during the midweek for a convention or to just sightseer in chicago this is far too much to spend on a place to sleep for a night clearly the ambassador east hotel has not taken into account that we are in a recession not to mention that it is at least  minutes from the airport in traffic chicago traffic is stressful enough without having to worry about how quickly the airport can be reached particularly if the front desk forgets to give you a wakeup call,0
"I booked my reservations at The Talbott Hotel in hopes of finding luxury and excellent service. What I actually got was far less than that. When I first arrived to check in, the woman at the desk was very impolite and looked rather bored. It took her over 5 minutes to even find my reservation in the computer system! And I won't go into detail about how she messed up with my room keys and had to give me a second set! When I finally got to my room, the first thing I noticed was that it smelled stale. The air in the room literally smelled like it had been in that room, without any fresh air, for years. I soon discovered my bathroom toilet had a leak, as well, and every time you flushed the toilet, water would trickle out from the base onto the floor. Talk about concerning. I reported this to the desk, and the fellow who answered promised someone would be up right away to fix it. No one showed up until the next day, and very early in the morning, I might add. Later, I called room service and asked for a bottle of wine. It took them half an hour to deliver it to my room! And it wasn't even chilled by the time it showed up, either; it was lukewarm. Overall, my experience here was not very pleasant, and I don't recommend booking with this hotel.
",i booked my reservations at the talbott hotel in hopes of finding luxury and excellent service what i actually got was far less than that when i first arrived to check in the woman at the desk was very impolite and looked rather bored it took her over  minutes to even find my reservation in the computer system and i wont go into detail about how she messed up with my room keys and had to give me a second set when i finally got to my room the first thing i noticed was that it smelled stale the air in the room literally smelled like it had been in that room without any fresh air for years i soon discovered my bathroom toilet had a leak as well and every time you flushed the toilet water would trickle out from the base onto the floor talk about concerning i reported this to the desk and the fellow who answered promised someone would be up right away to fix it no one showed up until the next day and very early in the morning i might add later i called room service and asked for a bottle of wine it took them half an hour to deliver it to my room and it wasnt even chilled by the time it showed up either it was lukewarm overall my experience here was not very pleasant and i dont recommend booking with this hotel,0
"I booked my weekend Chicago stay at the Hard Rock Hotel in Chicago because of the location as well as some good reviews I found online. However, my experience at the Hard Rock Hotel fell short of my expectations. When I arrived, well over an hour of check in time, I was told that my room was not yet ready and I was left awkwardly waiting around for another half an hour as I did not want to leave the hotel again before settling in. The hotel staff I interacted with seemed generally uninterested in their jobs, and while I do appreciate that this is a hip hotel popular with a younger crowd, there was an excessive amount of noise on the floor I was staying on throughout the night until about half past four in the morning when it quieted down (after two calls to the front desk to make complaints about this issue). As I am a fairly light sleeper, I woke up several times throughout the night. I would recommend bringing earplugs if you're also a light sleeper but would like to get in some decent sleep. Overall the hotel looked very nice, but I just felt that my experience was not worth the amount I paid for my room.
",i booked my weekend chicago stay at the hard rock hotel in chicago because of the location as well as some good reviews i found online however my experience at the hard rock hotel fell short of my expectations when i arrived well over an hour of check in time i was told that my room was not yet ready and i was left awkwardly waiting around for another half an hour as i did not want to leave the hotel again before settling in the hotel staff i interacted with seemed generally uninterested in their jobs and while i do appreciate that this is a hip hotel popular with a younger crowd there was an excessive amount of noise on the floor i was staying on throughout the night until about half past four in the morning when it quieted down after two calls to the front desk to make complaints about this issue as i am a fairly light sleeper i woke up several times throughout the night i would recommend bringing earplugs if youre also a light sleeper but would like to get in some decent sleep overall the hotel looked very nice but i just felt that my experience was not worth the amount i paid for my room,0
"I recently stayed at the Hard Rock Hotel in Chicago during Labor day weekend, huge mistake! When I got to my room everything seemed okay,Until I went into the bathroom. There was a steady drip noise coming from the bathroom sink and no matter how hard I turned the knob, it would not stop. There was none of the usual bath soap nor was it stocked with any toilet paper. It also seems that housekeeping just swept everything behind the toilet as I saw a wad of hair, and scraps of tissue behind the bowl. I called the front desk and ask them to send someone up to stock the bathroom and clean it. While I was waiting I turned on the air conditioning because it was kind of warm in there.... the a.c. started blowing out hot, musky air and had the room smelling horrible. I made another phone call to front desk and complained and asked them to switch my room. They told me all they had available was a double bed and it was near an elevator. I was so frustrated between the odor and the steady drip I was hearing I had no choice but to take it. When I moved to the new room, there was now a large damp spot near the window which smelled very strongly of beer and the light in my bathroom would not turn on. Front desk once again sent someone to my room to fix the problems and finally 2 hours later, I was able to relax and settle in. Hard Rock is definitely not what it used to be and for that reason, I will not be staying there again.
",i recently stayed at the hard rock hotel in chicago during labor day weekend huge mistake when i got to my room everything seemed okayuntil i went into the bathroom there was a steady drip noise coming from the bathroom sink and no matter how hard i turned the knob it would not stop there was none of the usual bath soap nor was it stocked with any toilet paper it also seems that housekeeping just swept everything behind the toilet as i saw a wad of hair and scraps of tissue behind the bowl i called the front desk and ask them to send someone up to stock the bathroom and clean it while i was waiting i turned on the air conditioning because it was kind of warm in there the ac started blowing out hot musky air and had the room smelling horrible i made another phone call to front desk and complained and asked them to switch my room they told me all they had available was a double bed and it was near an elevator i was so frustrated between the odor and the steady drip i was hearing i had no choice but to take it when i moved to the new room there was now a large damp spot near the window which smelled very strongly of beer and the light in my bathroom would not turn on front desk once again sent someone to my room to fix the problems and finally  hours later i was able to relax and settle in hard rock is definitely not what it used to be and for that reason i will not be staying there again,0
"For a hotel that touts its luxury location in Chicago the Talbot is very poor (think Motel 6 at a Hilton price). Carpet is threadbare and the walls are paper thin. They are so worried about the mini-bar they constantly do these random room checks, so privacy and sleeping in are unheard of. For the prices they charge ($350.average price for two people). It seems like the money spent on remodeling the exquisite lobby, which was happening while I stayed, could have been better spent on better insulation and more up-to-date furnishings for the guest rooms. But I guess the Talbot is more concerned with first impressions than they are returning guests, which I won't be.
",for a hotel that touts its luxury location in chicago the talbot is very poor think motel  at a hilton price carpet is threadbare and the walls are paper thin they are so worried about the minibar they constantly do these random room checks so privacy and sleeping in are unheard of for the prices they charge average price for two people it seems like the money spent on remodeling the exquisite lobby which was happening while i stayed could have been better spent on better insulation and more uptodate furnishings for the guest rooms but i guess the talbot is more concerned with first impressions than they are returning guests which i wont be,0
"I truly am not the sort of person to write a negative review about an establishment, but my time spent at the Affinia Hotel in Chicago forced me to do so. It was to be our first trip to Chicago since I was a boy so my wife and I were very excited to arrive and begin our short weekend getaway as soon as we checked into the hotel. First I must say that the counter help was far less than helpful. The apparently confused person who was to sign us in was extremely out matched when it came to the workings of the hotel computer and was total inept at customer service. He said we had not reserved a room, which I had weeks earlier, and proceed to explain to us that his hotel does not make mistakes of this kind and that WE must be mistaken as to the reservation or the hotel or both. Finally the manager arrived after I insisted on his presents. He did straiten out the confusion, but the room we were lead to was much smaller than we were lead to believe and had not even been cleaned from the last occupants. I called down to the front and demanded that the manager walk himself to our room and see the condition of the place. We were shown to another room, this time to our liking. From that point on nothing and no one that we saw or had contact with worked or acted as one would expect from a hotel with the reputation that the Affinia had. To list just a few; the television was a 13 inch black and white which could get only 4 channels, the food that room service brought up was cold, lifeless and bland, the cleaning person knocked at our door at 5 in the morning every morning even with the 'Do Not Disturb' sign on the door, and there was this ever so slight smell of mold and vomit which passed through the hallway every time my wife and I lift the room. To be blunt, I truly hope that the CEO of the company reads this note and fires the entire staff, guts the building thoroughly, and is publicly flogged in a downtown park. WE WILL NEVER STEP THROUGH THE DOORS OF THE AFFINIA AGAIN.
",i truly am not the sort of person to write a negative review about an establishment but my time spent at the affinia hotel in chicago forced me to do so it was to be our first trip to chicago since i was a boy so my wife and i were very excited to arrive and begin our short weekend getaway as soon as we checked into the hotel first i must say that the counter help was far less than helpful the apparently confused person who was to sign us in was extremely out matched when it came to the workings of the hotel computer and was total inept at customer service he said we had not reserved a room which i had weeks earlier and proceed to explain to us that his hotel does not make mistakes of this kind and that we must be mistaken as to the reservation or the hotel or both finally the manager arrived after i insisted on his presents he did straiten out the confusion but the room we were lead to was much smaller than we were lead to believe and had not even been cleaned from the last occupants i called down to the front and demanded that the manager walk himself to our room and see the condition of the place we were shown to another room this time to our liking from that point on nothing and no one that we saw or had contact with worked or acted as one would expect from a hotel with the reputation that the affinia had to list just a few the television was a  inch black and white which could get only  channels the food that room service brought up was cold lifeless and bland the cleaning person knocked at our door at  in the morning every morning even with the do not disturb sign on the door and there was this ever so slight smell of mold and vomit which passed through the hallway every time my wife and i lift the room to be blunt i truly hope that the ceo of the company reads this note and fires the entire staff guts the building thoroughly and is publicly flogged in a downtown park we will never step through the doors of the affinia again,0
"Our trip to Chicago was a complete delight despite our stay at the Affinia Hotel. Because their rates were actually higher than we were used to in New York City, we naturally assumed we would get a nicer establishment. We could not have been more wrong. This place focuses on gimmicks to set themselves apart from their competition. Uunfortunately, it does set them apart but in a strictly negative way. Both the ""Dream Pillow Menu"" and the ""Experience Kit"" were a complete flop. With the ""Dream Pillow Menu"", the hotel offered patrons what seemed to be great pillow choices from down-stuffed to hypoallergenic selections. We happily chose the fluffy down pillows but when we got to our room and laid down on them a giant poof of dust came out. At first, I thought it was my imagination so I stood up and hit the pillows on the edge of the bed. More dust came out them! Particles were flying around the room, I'm now sneezing and there was this disgusting grit all over my sunglasses that were sitting on the night stand. I called the desk and they sent up replacements for all the pillows. These pillows were some kind of ""music pillow"" that pluged into an mp3 player. I was sleeping on uncomfortable cords all night. In general, the staff was pleasant and tried to be accommodating, but there was just no apology good enough for filthy pillows. Another failed gimmick they offered was the ""Experience Kits"". We were given (ours to keep) a collection of some maps (which were actually very nice), a walking tour guide that was all marked up, and a handy deck of cards opened and missing two cards. If this place lacked attention to detail, that is one thing, but it lacked any attention at all. If the pillows weren't already enough, at this point I was certain that I would never stay at this establishment again. Run, don't walk away from this place.
",our trip to chicago was a complete delight despite our stay at the affinia hotel because their rates were actually higher than we were used to in new york city we naturally assumed we would get a nicer establishment we could not have been more wrong this place focuses on gimmicks to set themselves apart from their competition uunfortunately it does set them apart but in a strictly negative way both the dream pillow menu and the experience kit were a complete flop with the dream pillow menu the hotel offered patrons what seemed to be great pillow choices from downstuffed to hypoallergenic selections we happily chose the fluffy down pillows but when we got to our room and laid down on them a giant poof of dust came out at first i thought it was my imagination so i stood up and hit the pillows on the edge of the bed more dust came out them particles were flying around the room im now sneezing and there was this disgusting grit all over my sunglasses that were sitting on the night stand i called the desk and they sent up replacements for all the pillows these pillows were some kind of music pillow that pluged into an mp player i was sleeping on uncomfortable cords all night in general the staff was pleasant and tried to be accommodating but there was just no apology good enough for filthy pillows another failed gimmick they offered was the experience kits we were given ours to keep a collection of some maps which were actually very nice a walking tour guide that was all marked up and a handy deck of cards opened and missing two cards if this place lacked attention to detail that is one thing but it lacked any attention at all if the pillows werent already enough at this point i was certain that i would never stay at this establishment again run dont walk away from this place,0
"The Talbott Hotel is a place to stay where the staff treat you like you are not welcome. If you do not pay higher prices you are snubbed and the rooms are no classier or fancier than a standard motel. The room service takes over an hour and there is constant traffic and construction outside. The cost is far more than the luxury. The best thing about staying at this hotel are the bathroom towels.
",the talbott hotel is a place to stay where the staff treat you like you are not welcome if you do not pay higher prices you are snubbed and the rooms are no classier or fancier than a standard motel the room service takes over an hour and there is constant traffic and construction outside the cost is far more than the luxury the best thing about staying at this hotel are the bathroom towels,0
"I was really excited when we booked a night at the Hard Rock Hotel in Chicago. It was actually beyond our budget, but my husband and I needed a weekend away, so I decided to splurge for the occasion. WORST WASTE OF MY MONEY EVER!!! Our room was smaller than pictured online, and it looked like the maid didn't vacuum the carpet! We visited the hotel restaurant, Angels and Kings, one night for dinner and the drinks were overpriced and my husband's steak was cooked wrong (he ordered medium, but received a well-done steak). By the end of our trip we were so glad to leave, but they were under-staffed and the Sunday morning checkout line was so long that we waited in line for 30 minutes until we could check out. Chicago was a fun city, but next time we return I'll be choosing a different hotel - and I suggest you do too!!
",i was really excited when we booked a night at the hard rock hotel in chicago it was actually beyond our budget but my husband and i needed a weekend away so i decided to splurge for the occasion worst waste of my money ever our room was smaller than pictured online and it looked like the maid didnt vacuum the carpet we visited the hotel restaurant angels and kings one night for dinner and the drinks were overpriced and my husbands steak was cooked wrong he ordered medium but received a welldone steak by the end of our trip we were so glad to leave but they were understaffed and the sunday morning checkout line was so long that we waited in line for  minutes until we could check out chicago was a fun city but next time we return ill be choosing a different hotel  and i suggest you do too,0
"My wife and I stayed at the Affinia Chicago last week (in a studio suite, which was NOT worth the extra payment). It was an absolute NIGHTMARE! To begin with, the room is listed as 'oversized', when it's nothing of the sort. We've previously stayed in the hotel and the regular guest room is only about 2 square feet smaller. I believe the only extra space was in the closet, which isn't very useful unless you plan on living there! We had our two sons with us, so we had to make extra sleeping space. Our oldest son slept on the couch and woke up multiple times in the time, complaining of bugs moving around. He must have been umcomfortable also, as I sat on the couch during the day and it was like a rock. The room service is horrible, they took 47 minutes to deliver a pillow for my wife around 10pm, and she had to wait up for that. My family would NEVER go back to this hotel, and I highly recommend you also stay well away.
",my wife and i stayed at the affinia chicago last week in a studio suite which was not worth the extra payment it was an absolute nightmare to begin with the room is listed as oversized when its nothing of the sort weve previously stayed in the hotel and the regular guest room is only about  square feet smaller i believe the only extra space was in the closet which isnt very useful unless you plan on living there we had our two sons with us so we had to make extra sleeping space our oldest son slept on the couch and woke up multiple times in the time complaining of bugs moving around he must have been umcomfortable also as i sat on the couch during the day and it was like a rock the room service is horrible they took  minutes to deliver a pillow for my wife around pm and she had to wait up for that my family would never go back to this hotel and i highly recommend you also stay well away,0
"This was my first time staying at the Hard Rock hotel in Chicago and I have nothing but hate for the entire experience. The building itself is maintained, however the staff is rude and inept to the point of making their customers feel physically ill. And while the outside appearance is fine and dandy, my room 325, was repulsive. As soon as the bellboy threw my luggage onto the room's ground and verbally demanded a tip, I noticed insects of all kinds scurrying around, the room was pungent with what smelled like human excrement, before I could say anything to the bellboy he had taken his tip and fled. Immediately I went to the front desk and was made to wait for over a half hour, a complete waste of time, because as soon as I had reported my problem I was told that no other rooms were available and I would have to make do, they did however say I could stay the night free of charge. The next morning as I was set to leave I decided I would try the breakfast, in hopes of finding one redeeming quality. Let me tell you, that breakfast tasted like space food with dirt and mold, the worst breakfast I have ever had in my entire life. Overall the employees are arrogant and callous, with the work ethic of a 2 year old child, they cannot cook, the room for me was poorly maintained, however they are good at refunding your money.
",this was my first time staying at the hard rock hotel in chicago and i have nothing but hate for the entire experience the building itself is maintained however the staff is rude and inept to the point of making their customers feel physically ill and while the outside appearance is fine and dandy my room  was repulsive as soon as the bellboy threw my luggage onto the rooms ground and verbally demanded a tip i noticed insects of all kinds scurrying around the room was pungent with what smelled like human excrement before i could say anything to the bellboy he had taken his tip and fled immediately i went to the front desk and was made to wait for over a half hour a complete waste of time because as soon as i had reported my problem i was told that no other rooms were available and i would have to make do they did however say i could stay the night free of charge the next morning as i was set to leave i decided i would try the breakfast in hopes of finding one redeeming quality let me tell you that breakfast tasted like space food with dirt and mold the worst breakfast i have ever had in my entire life overall the employees are arrogant and callous with the work ethic of a  year old child they cannot cook the room for me was poorly maintained however they are good at refunding your money,0
"My recent stay at the Talbott Hotel in Chicago was miserable. My visit began on the wrong foot when they couldn't locate my reservation. I had my reservation code and the email confirmation but they insisted they couldn't find me ""in the system"". We finally agreed to scrap that reservation and start over. That process was lengthy as they were training a new girl on how to take reservations. The room that I had originally reserved (King) was not available and I had to wait 45 minutes for them to clean a Double room. I was so tired from the traveling and the hassle at the front desk that I decided to stay in and order room service. It took an hour and a half for my food to arrive. When finally delivered, it was cold and not exactly how I had ordered it. So now I am cranky, tired and starving! I ate what I could from the mini bar (poor selection of items) and went to bed. The room was spacious but had a stale smell to it, as if someone had smoked in it. The next morning I complained and wanted to change rooms. The woman at the front desk couldn't be bothered with me and didn't try to make things right in any way. I decided to check out and go to another hotel for the remainder of my stay in Chicago. I will never waste my time or money at The Talbott again.
",my recent stay at the talbott hotel in chicago was miserable my visit began on the wrong foot when they couldnt locate my reservation i had my reservation code and the email confirmation but they insisted they couldnt find me in the system we finally agreed to scrap that reservation and start over that process was lengthy as they were training a new girl on how to take reservations the room that i had originally reserved king was not available and i had to wait  minutes for them to clean a double room i was so tired from the traveling and the hassle at the front desk that i decided to stay in and order room service it took an hour and a half for my food to arrive when finally delivered it was cold and not exactly how i had ordered it so now i am cranky tired and starving i ate what i could from the mini bar poor selection of items and went to bed the room was spacious but had a stale smell to it as if someone had smoked in it the next morning i complained and wanted to change rooms the woman at the front desk couldnt be bothered with me and didnt try to make things right in any way i decided to check out and go to another hotel for the remainder of my stay in chicago i will never waste my time or money at the talbott again,0
"I stayed at the Hard Rock hotel in Chicago last year and can say i was not satisfied with my experience. I feel that it didn't live up to what was advertised and the accommodations were sub-par at best. I had the chance to catch a show and the music was too loud and the sound guy's work resembled that of an amateur. My personal rating is 2/5 stars and i would not recommend this hotel to a friend.
",i stayed at the hard rock hotel in chicago last year and can say i was not satisfied with my experience i feel that it didnt live up to what was advertised and the accommodations were subpar at best i had the chance to catch a show and the music was too loud and the sound guys work resembled that of an amateur my personal rating is  stars and i would not recommend this hotel to a friend,0
"Terrible experience, I will not stay here again. The walls were so thin that I was kept up all night by the party going on in the suite next to mine. I talked to the management several times, but nothing was done. It may just be the people that I had contact with, but I thought the staff was standoffish and rude. Very unpleasant experience, especially given the cost of staying here!
",terrible experience i will not stay here again the walls were so thin that i was kept up all night by the party going on in the suite next to mine i talked to the management several times but nothing was done it may just be the people that i had contact with but i thought the staff was standoffish and rude very unpleasant experience especially given the cost of staying here,0
"After reading good reviews about the Affinia Hotel in Chicago, my husband and I decided to spend two nights there to celebrate our 30th anniversary. Unfortunately, the hotel missed the mark for us. I did not expect to find bedbugs underneath the mattress in a 4-star hotel. Because my husband and I have had a bad experience with bedbugs, as a rule, we always check underneath the mattress before settling down for the night in any hotel. When I brought this to the attention of the front desk staff, they practically accused us of planting the bugs there. I was very humiliated and disappointed in the way the situation was handled. Needless to say, we made the decision to pack our bags and went elsewhere to celebrate our anniversary. I have written a letter to the hotel chain and hope that they will be more responsive to the situation. I have also reported the incident to my credit card company to alert them that I will be refuting the charge for the one night the Affinia charged to my account because we missed the cancellation deadline.
",after reading good reviews about the affinia hotel in chicago my husband and i decided to spend two nights there to celebrate our th anniversary unfortunately the hotel missed the mark for us i did not expect to find bedbugs underneath the mattress in a star hotel because my husband and i have had a bad experience with bedbugs as a rule we always check underneath the mattress before settling down for the night in any hotel when i brought this to the attention of the front desk staff they practically accused us of planting the bugs there i was very humiliated and disappointed in the way the situation was handled needless to say we made the decision to pack our bags and went elsewhere to celebrate our anniversary i have written a letter to the hotel chain and hope that they will be more responsive to the situation i have also reported the incident to my credit card company to alert them that i will be refuting the charge for the one night the affinia charged to my account because we missed the cancellation deadline,0
"Hi, I had very bad experience with this hotel, as the rooms had bad smell and very dim light. the bed sheets were not properly cleaned. Also the carpet was dirty though AC was working properly. But i would nor recommend this hotel to my friends as it did not satisfied me. There was a problem with hot and cold water in the bathroom. Please do not go to this hotel, it seems very nice from the pictures and all but in actual its different.
",hi i had very bad experience with this hotel as the rooms had bad smell and very dim light the bed sheets were not properly cleaned also the carpet was dirty though ac was working properly but i would nor recommend this hotel to my friends as it did not satisfied me there was a problem with hot and cold water in the bathroom please do not go to this hotel it seems very nice from the pictures and all but in actual its different,0
"I was going on a 3 day personal trip to Chicago, and I decided to indulge myself a bit this time around. I chose to stay at the Talbot, an upscale hotel in the heart of downtown Chicago. To start off, I was NOT pleased. For the hundreds I pay a day, I expected an impeccable hotel. First, the check-in process was bad as somehow it took them nearly 15 minutes to find a reservation I had placed nearly A MONTH in advance. Some customer service they claim. Next, when I went to my room, I found that room service had not cleaned it at all. I was forced to wait as they called up a maid to entirely reclean the room as it was strewn with used towels and such. In summary: yes, it was a fancy hotel, yes it had nice accommodations, but the service I experienced there was simply not up to par with a hotel of that price.
",i was going on a  day personal trip to chicago and i decided to indulge myself a bit this time around i chose to stay at the talbot an upscale hotel in the heart of downtown chicago to start off i was not pleased for the hundreds i pay a day i expected an impeccable hotel first the checkin process was bad as somehow it took them nearly  minutes to find a reservation i had placed nearly a month in advance some customer service they claim next when i went to my room i found that room service had not cleaned it at all i was forced to wait as they called up a maid to entirely reclean the room as it was strewn with used towels and such in summary yes it was a fancy hotel yes it had nice accommodations but the service i experienced there was simply not up to par with a hotel of that price,0
"I had heard good things regarding the plush accomidations at The Talbott Hotel in Chicago. I thought it would be a special treat to take my 13 year old daughter to spend a weekend with mom, shopping and enjoying a bit of Chicago's exciting night life. I found The Talbott Hotel's website and decided The American Girl Package they offer was what I was looking for. The price sounded reasonable, so I booked a room. The two of us were so very excited to spend some time together. We arrived at the hotel to check-in at 5:00 on that Friday afternoon. After making us wait for 15 minutes while trying to find my reservation they informed me the room wouldn't be available for another hour. They blamed this on shortage of maids that day. They did manage to find us a table in one of their cafe's but this wasn't a good start to our special weekend. When we were finally allowed to go to our room we found that the doll-sized travel bed that is included in the package wasn't in the room. This disappointed my daughter, she was looking forward to that. While they did find a bed and bring it to us it just wasn't the surprise we had imagined. The rest of the weekend went by fairly smoothly. We managed to have a good time together even though the service wasn't quite what is claimed on the website. Would I go to the Talbott Hotel again? Probably not.
",i had heard good things regarding the plush accomidations at the talbott hotel in chicago i thought it would be a special treat to take my  year old daughter to spend a weekend with mom shopping and enjoying a bit of chicagos exciting night life i found the talbott hotels website and decided the american girl package they offer was what i was looking for the price sounded reasonable so i booked a room the two of us were so very excited to spend some time together we arrived at the hotel to checkin at  on that friday afternoon after making us wait for  minutes while trying to find my reservation they informed me the room wouldnt be available for another hour they blamed this on shortage of maids that day they did manage to find us a table in one of their cafes but this wasnt a good start to our special weekend when we were finally allowed to go to our room we found that the dollsized travel bed that is included in the package wasnt in the room this disappointed my daughter she was looking forward to that while they did find a bed and bring it to us it just wasnt the surprise we had imagined the rest of the weekend went by fairly smoothly we managed to have a good time together even though the service wasnt quite what is claimed on the website would i go to the talbott hotel again probably not,0
